image,label,
data/train/images/image1.png,6.0,
data/train/images/image2.png,2.666666666666667,
data/train/images/image3.png,1.3333333333333335,
data/train/images/image4.png,2.666666666666667,
data/train/images/image5.png,3.9999999999999996,
data/train/images/image6.png,2.666666666666667,
data/train/images/image7.png,-1.333333333333333,
data/train/images/image8.png,1.9999999999999996,
data/train/images/image9.png,-1.3333333333333335,
data/train/images/image10.png,-2.6666666666666665,
data/train/images/image11.png,2.0,
data/train/images/image12.png,0.0,
data/train/images/image13.png,3.3333333333333335,
data/train/images/image14.png,1.3333333333333335,
data/train/images/image15.png,-1.3333333333333335,
data/train/images/image16.png,-1.3333333333333335,
data/train/images/image17.png,0.0,
data/train/images/image18.png,2.666666666666667,
data/train/images/image19.png,2.6666666666666665,
data/train/images/image20.png,0.6666666666666661,
data/train/images/image21.png,-0.666666666666667,
data/train/images/image22.png,8.666666666666666,
data/train/images/image23.png,2.0,
data/train/images/image24.png,-2.0,
data/train/images/image25.png,4.0,
data/train/images/image26.png,1.3333333333333333,
data/train/images/image27.png,-3.3333333333333335,
data/train/images/image28.png,4.0,
data/train/images/image29.png,1.3333333333333335,
data/train/images/image30.png,1.333333333333333,
data/train/images/image31.png,-0.6666666666666665,
data/train/images/image32.png,1.3333333333333335,
data/train/images/image33.png,-0.6666666666666665,
data/train/images/image34.png,-1.3333333333333335,
data/train/images/image35.png,-2.0000000000000004,
data/train/images/image36.png,0.0,
data/train/images/image37.png,-0.6666666666666665,
data/train/images/image38.png,3.333333333333333,
data/train/images/image39.png,3.3333333333333335,
data/train/images/image40.png,2.666666666666667,
data/train/images/image41.png,2.6666666666666665,
data/train/images/image42.png,-0.666666666666667,
data/train/images/image43.png,2.0,
data/train/images/image44.png,5.333333333333334,
data/train/images/image45.png,-0.666666666666667,
data/train/images/image46.png,-0.666666666666667,
data/train/images/image47.png,-0.666666666666667,
data/train/images/image48.png,0.666666666666667,
data/train/images/image49.png,0.666666666666667,
data/train/images/image50.png,-2.0000000000000004,
data/train/images/image51.png,3.3333333333333335,
data/train/images/image52.png,-3.333333333333334,
data/train/images/image53.png,1.3333333333333335,
data/train/images/image54.png,-5.333333333333333,
data/train/images/image55.png,0.0,
data/train/images/image56.png,2.6666666666666665,
data/train/images/image57.png,2.6666666666666665,
data/train/images/image58.png,2.666666666666667,
data/train/images/image59.png,-0.666666666666667,
data/train/images/image60.png,2.6666666666666665,
data/train/images/image61.png,0.6666666666666665,
data/train/images/image62.png,-0.6666666666666667,
data/train/images/image63.png,-2.0000000000000004,
data/train/images/image64.png,2.0,
data/train/images/image65.png,2.0,
data/train/images/image66.png,0.0,
data/train/images/image67.png,-1.3333333333333335,
data/train/images/image68.png,-1.3333333333333335,
data/train/images/image69.png,1.3333333333333335,
data/train/images/image70.png,2.6666666666666665,
data/train/images/image71.png,-0.6666666666666665,
data/train/images/image72.png,1.3333333333333335,
data/train/images/image73.png,2.6666666666666665,
data/train/images/image74.png,0.6666666666666665,
data/train/images/image75.png,-0.6666666666666666,
data/train/images/image76.png,-2.0000000000000004,
data/train/images/image77.png,-2.0,
data/train/images/image78.png,0.0,
data/train/images/image79.png,1.3333333333333335,
data/train/images/image80.png,0.0,
data/train/images/image81.png,7.333333333333333,
data/train/images/image82.png,2.0,
data/train/images/image83.png,2.0,
data/train/images/image84.png,2.0,
data/train/images/image85.png,0.0,
data/train/images/image86.png,2.0000000000000004,
data/train/images/image87.png,5.333333333333334,
data/train/images/image88.png,4.666666666666666,
data/train/images/image89.png,-0.6666666666666665,
data/train/images/image90.png,2.666666666666667,
